	coreid	status	nwords_original	nwords_result	nwords_val	nwords_recovered	nwords_omitted	nwords_created	nwords_recovered_val	nwords_created_val	common_words	original_only	result_only	common_words_val	val_only
132	wfo-0001027265	success	155	99	59	66	89	33	53	6	.2,0.2-0.4,0.5,0.5-1,1-3,1.2-2,1.2–1.4,1.5–1.8,2,2-3,2/3,3-lobed,4-5,acute,anther,apart,apex,articulated,base,chartaceous,cm,diameter,entire,filament,flattened-reniform,fruit,glabrous,globose,herb,light,long,long-attenuate,lower,margin,minutely,mm,nearly,numerous,oblong,obtuse,orange,ovate-lanceolate,pedicel,peduncle,petiole,pitted,puberulent,pubescent,purple,rachi,rarely,recurved,red,ripe,rotate-stellate,seed,simple,slightly,sparsely,stigma,style,subcoriaceous,surface,white,x,yellow	-2.5,.3,.5,0.1–2,0.5–0.6,1-1.3,1-2.5,1.2-1.3,1.5-2.5,1.5–2,1.5–4,2-3-,2-4,20-30,2–2.5,2–3,30–50,4.5–8,4–6,4–7-branched,5-merou,58409,abaxially,accrescent,adaxiall,adaxially,alyx,apparently,axe,ba,blade,broad,calyx,capitat,ciliate,connivent,covering,croat,cylindrical,dehiscent,eaf,eed,erect,extra-axillary,flower,foliate,frui,fruiting,geminat,granule,hair,hermaphroditic,juic,larger,leaf-opposed,lobe,lon,longitudinall,low,mesocarp,near,nflorescence,node,orolla,paired,partially,pore,prominent,rooting,ruit,scarcely,sclerotic,sometimes,somewhat,spaced,tall,tamen,tem,time,tip,triangular,tube,unit,vary,weak,white-puberulent,wide,winged,ympodial	0.1-2,1.5-2,2-2.5,30-50,abaxial,adaxial,arrangement,articulation,capitate,characteristic,colour,corolla,form,glabrousnes,growth,height,history,inflorescence,leaf,length,life,new,number,ovary,per,perennial,plant,shape,size,spacing,stem,texture,type	.2,0.2-0.4,0.5,0.5-1,1-3,1.2-2,1.2–1.4,1.5–1.8,2,2-3,2/3,3-lobed,4-5,acute,apart,apex,articulated,base,chartaceous,cm,entire,flattened-reniform,glabrous,globose,herb,light,long,long-attenuate,lower,minutely,mm,nearly,numerous,oblong,obtuse,orange,ovate-lanceolate,pitted,puberulent,pubescent,purple,rarely,recurved,red,ripe,rotate-stellate,simple,slightly,sparsely,subcoriaceous,white,x,yellow	0.1-2,1.5-2,2-2.5,30-50,capitate,perennial
133	wfo-0001027284	success	172	119	83	94	78	25	79	4	.3,0.1–0.5,0.1–2,0.7–0.9,0.7–1,1.2–1.5,1.5–2,1.5–8,1–1.5,2.5–3,2–16,3.5–14,3–4,4,4–12,4–6,5-merous,5–8,9–18,acuminate,acute,adaxially,anther,anthesi,apex,axillary,base,berry,branched,brownish,calyx,cm,cordate,deltoid,densely,diameter,elliptic,entire,extra-axillary,filament,flattened-reniform,fleshy,flower,fruit,glabrous,globose,green,herbaceous,inflorescence,margin,maturity,minutely,mm,nearly,oblique,orangish,ovate,ovoid,pale,pedicel,peduncle,petiole,pink,planar,pubescent,rachi,rarely,reticulate-rugulose,rounded,sand-punctate,scandent,scar,shortly,shrub,simple,size,sometimes,somewhat,soon,sparsely,stem-terminal,stigma,style,surface,tan,thickly,tip,truncate,unbranched,vine,weakly,white,woody,x	0.2–,1.5–2.5,1.5–5.5,1.8–2,1–2,1–3,2.5–3.5,2–2.2,5–7,abaxially,accrescent,alyx,axe,blade,branch,c.,capitat,ciliat,climbing,conspicuous,contiguousl,cylindrical,deflected,distally,eaf,eed,enlarged,fine,flattened,fruiting,glabrescen,glabrou,gradually,immature,leafy,lobe,long,lower,m.,midvein,near,nflorescence,nternode,one,orolla,pair,pendulou,perfec,pinnate,plurifoliate,pointed,prominent,pubescence,reduced,ruit,sand-punctat,secondary,seen,side,slightly,spaced,spreading,stellate,tamen,tem,thickened,time,toward,tree,tube,understory,unifoliat,unit,vary,vein,venation,wide,ympodial	0.2–1.5,abaxial,adaxial,arrangement,capitate,characteristic,colour,corolla,form,glabrescent,growth,height,history,leaf,length,life,lobing,ovary,perfect,plant,seed,shape,stem,texture,type	.3,0.1–0.5,0.1–2,0.7–0.9,0.7–1,1.2–1.5,1.5–2,1.5–8,1–1.5,2.5–3,2–16,3.5–14,3–4,4,4–12,4–6,5-merous,5–8,9–18,acuminate,acute,adaxially,anthesi,apex,axillary,berry,branched,brownish,cm,cordate,deltoid,densely,elliptic,entire,extra-axillary,flattened-reniform,fleshy,flower,fruit,glabrous,globose,green,herbaceous,maturity,minutely,mm,nearly,oblique,orangish,ovate,ovoid,pale,pink,planar,pubescent,rarely,reticulate-rugulose,rounded,sand-punctate,scandent,scar,shortly,shrub,simple,sometimes,somewhat,soon,sparsely,stem-terminal,tan,thickly,tip,truncate,unbranched,vine,weakly,white,woody,x	0.2–1.5,capitate,glabrescent,perfect
134	wfo-0001027302	success	188	148	112	124	64	24	110	2	.5,0.4-5,0.5,0.5-1,0.6-1,0.8-1,1,1-1.3,1-1.5,1-3,1.2-1.6,1.2-2.5,1.5-2,10,10-20,2-3,2-6,2.2,2.7-7.5,3/4,5-7,7,7/8,abaxial,acuminate,acute,adaxial,age,along,anther,apex,apical,appearing,bark,basal,base,becoming,berry,branching,bright,brownish-yellow,calyx,capitate,clavate,cm,cordate,corolla,crispate,dendritic,densely,denser,diameter,elliptic,especially,exserted,filament,fine,flat-topped,flattened,flower,fruiting,glabrous,globose,growth,later,lateral,leaf,length,lenticular,less,like,long,main,margin,minutely,mm,narrowly,occasionally,otherwise,ovary,ovate,overtopping,pale,per,petiole,plant,plurifoliate,pore,poridical,prominent,puberulent,pubescent,pyramidal,red,scar,shoot,shrub,simple,slit-like,small,somewhat,sparsely,stem,stigma,strongly,style,surface,tapering,terminal,time,tiny,tip,tree,trichome,truncate,tube,undulate,usually,vein,violet,way,winged,x,young	1-2,2,3.5-5,6-12,abaxially,adaxially,anthesi,ba,blade,broader,conical,cultivation,decurrent,deflexed,deltoid,dichasia,discussion,eaf,edicel,eed,entire,ew,free,growing,inserted,juvenile,larger,lax,lobe,lobed,lon,long-triangular,lower,m.,monochasial,nflorescence,nodding,older,pair,papillo,pedicle,pericarp,pitted,planar,portion,reddish-brown,reflexed,ruit,scattered,scrambling,secondary,see,shade,shin,sleeve,stamen,tall,thin,tub,ud,unit,wide,woody,ympodial	arrangement,bud,characteristic,colour,exertion,form,fruit,glabrousnes,height,history,inflorescence,life,lobing,new,number,papillose,pedicel,peduncle,seed,shape,shiny,size,texture,type	.5,0.4-5,0.5,0.5-1,0.6-1,0.8-1,1,1-1.3,1-1.5,1-3,1.2-1.6,1.2-2.5,1.5-2,10,10-20,2-3,2-6,2.2,2.7-7.5,3/4,5-7,7,7/8,acuminate,acute,age,along,apex,apical,appearing,basal,base,becoming,berry,branching,bright,brownish-yellow,calyx,capitate,clavate,cm,cordate,crispate,dendritic,densely,denser,diameter,elliptic,especially,exserted,fine,flat-topped,flattened,flower,glabrous,globose,later,lateral,leaf,lenticular,less,like,long,main,minutely,mm,narrowly,occasionally,otherwise,ovate,overtopping,pale,per,petiole,plant,plurifoliate,pore,poridical,prominent,puberulent,pubescent,pyramidal,red,shoot,shrub,simple,slit-like,small,somewhat,sparsely,stem,strongly,surface,tapering,terminal,time,tiny,tip,tree,trichome,truncate,tube,undulate,usually,vein,violet,way,winged,x,young	papillose,shiny
135	wfo-0001027310	success	213	117	80	95	118	22	78	2	.8,/3,0.6-1,0.7-2,1-1.2,1-1.7,1-6,1.1-1.5,1.5-2.2,2-3.1,2.2-2.5,2.8-3,20-60,4.5-7,5-10,5-7,abaxially,acute,anther,apex,apparently,articulated,bark,base,berry,calyx,chartaceous,cm,connivent,cuneate,dark,deltate,densely,diameter,entire,erect,evenly,filament,flattened-reniform,flower,fruit,fruiting,glabrous,gray,green,green-brown,hair,lanceolate,lateral,leaf,length,lobed,long,long-styled,margin,maturity,mauve,minutely,mm,moderately,orange-brown,pale,pedicel,peduncle,petiole,pitted,plant,poricidal,prickly,purple,reflexed,rounded,shallowly,shrub,simple,sometimes,sparse,spherical,spreading,stellate-pubescent,stem,style,surface,tapering,terminal,tip,toward,tree,truncate,tube,unarmed,way,wide,yellow,young	0,0-20,0-5,0.05,0.05-0.15,0.1,0.1-0.2,0.15-0.3,0.9-0.17-2.2,1.5-5,1/10-1/6,1/3-1/2,1/3-3/4,11-16,2-10,2-4,2-5,2/3,22-30,3-15,4-10,4-9,4.5-5.5,5-20,5-merous,6-8,7-10,8-10,9-13-20,abaxial,acut,adaxial,alyx,andromonoecious,apar,apart,apically,blade,branched,branching,broadly,curved,discolorous,distal,drying,eaf,eed,elongating,equal,faint,flattened,foliaceous,free,fused,gently,glabrescent,glabrou,glaucous,hermaphrodite,heterostylous,inflated,infructescence,less,lobe,longer,lower,lowermost,mature,midpoint,nflorescence,older,one,open,orolla,oung,pair,pendulous,per,pericarp,plurifoliat,porrect,porrect-lepidote,portion,prickle,primary,pubescent,ray,red,reddi,ruit,scar,secondary,sessile,short-styled,shorter,smooth,spaced,sparsely,stalk,stalked,staminat,stellate,stout,straight,strongly,tamen,terete,tertiary,time,trichome,unarme,unit,vary,vein,venation,visible,woody,ympodial	arrangement,branch,characteristic,colour,corolla,exertion,form,glabrousnes,growth,height,inflorescence,lobing,na,new,ovary,reddish,seed,shape,size,stigma,texture,type	.8,/3,0.6-1,0.7-2,1-1.2,1-1.7,1-6,1.1-1.5,1.5-2.2,2-3.1,2.2-2.5,2.8-3,20-60,4.5-7,5-10,5-7,abaxially,acute,apex,apparently,articulated,base,berry,chartaceous,cm,connivent,cuneate,dark,deltate,densely,diameter,entire,erect,evenly,flattened-reniform,flower,glabrous,gray,green,green-brown,hair,lanceolate,lateral,lobed,long,long-styled,maturity,mauve,minutely,mm,moderately,orange-brown,pale,pitted,poricidal,prickly,purple,reflexed,rounded,shallowly,shrub,simple,sometimes,sparse,spherical,spreading,stellate-pubescent,tapering,terminal,tip,toward,tree,truncate,unarmed,way,wide,yellow,young	na,reddish
136	wfo-0001027317	success	144	99	64	74	70	25	58	6	.5,0.1-0.2,0.3-1,0.4-1.5,0.5-3,1,1-1.5,1-2,1-5,1.5-2,2-3-flowered,4.5-5,?,acuminate,acute,adaxially,along,anther,apex,apically,bark,base,beneath,berry,bilobed,calyx,cm,corolla,deciduous,densely,dia,difoliate,drying,ellipsoid,elliptic,erect,fruit,fruiting,glabrous,globose,golden,green,leaf,lobed,long,long-exserted,minor,mm,nearly,offset,opposite,ovary,pale,pedicel,petiole,pointed,pubescent,shaped,shrub,simple,size,slightly,soon,stem,stigma,style,surface,tear-drop,trichome,tube,uniseriate,vein,white,x	.25,0.5-1,0.8-3.5,1.4-1.6,2-9,3-3.5,7-9,abaxial,anthesi,apical,arch,ba,broadly,closely,conical,cucullate,deflexed,deltoid,differing,eaf,edicel,eed,elongated,expanded,filament,filiform,free,geminat,greyish-whit,immature,inflorescenc,joined,known,lateral,like,lobe,lon,lower,main,major,margin,mature,minute,minutely,nflorescence,older,overlappin,pair,papillo,papillose,pore,poricidal,portion,projection,prominent,reflexed,rest,ruit,scar,series,spaced,sparsely,strongly,tall,tip,tub,ud,woody,ympodia,young	arrangement,bud,characteristic,colour,diameter,exertion,form,geminate,greyish-white,growth,height,history,inflorescence,length,life,lobing,na,number,per,plant,seed,shape,sympodia,texture,type	.5,0.1-0.2,0.3-1,0.4-1.5,0.5-3,1,1-1.5,1-2,1-5,2-3-flowered,4.5-5,?,acuminate,acute,adaxially,along,apically,base,beneath,berry,bilobed,calyx,cm,deciduous,densely,dia,difoliate,drying,ellipsoid,elliptic,erect,glabrous,globose,golden,green,leaf,lobed,long,long-exserted,mm,nearly,offset,opposite,pale,pointed,pubescent,shaped,shrub,simple,slightly,soon,tear-drop,trichome,tube,uniseriate,vein,white,x	.5-2,di,geminate,greyish-white,na,sympodia
137	wfo-0001027323	success	175	106	74	85	90	21	69	5	/3,0.5-1,1-1.5,1.2-1.5,10-15,14-21,2-3,2-6,2.5-3,20-45,5-20-flowered,5-7,6-11,acute,anther,apex,area,asymmetric,attenuate,bark,base,berry,broadened,calyx,campanulate,cm,corolla,decurrent,deflexed,densely,dia,difoliate,elliptic,erect,filament,fleshy,flower,fruit,fruiting,furcate,glabrate,globose,grey,held,higher,immature,leaf,lobed,long,minor,minutely,mm,occasionally,older,onto,opposite,ovary,ovoid-reniform,papillose,partially,pedicel,petiole,pinkish-grey,pitted,plant,red-papillose,reddish-grey,rest,size,slightly,stem,stigma,style,surface,tan,tip,treelet,tube,two,unit,way,white,winged,x,young	.75,1-2,3-5,7-9,adaxial,along,anthesi,apparent,appearing,arising,ba,bud,character,closed,closely,cork,differing,dried,dry,eaf,edicel,eed,elongate,entire,erose,exserted,five-pointed,flopping,free,geminat,glabrous,growing,hood,hooded,interpetalar,lateral,like,live,lobe,lon,long-triangular-deltoid,lower,main,major,margin,matte,mature,measured,middle,nflorescence,one,overlapping,ovoid,pair,papillae,papillo,persistent,planar,pore,poricidal,portion,prominent,proximal,rather,ridge,ruit,scar,secondary,seen,shaped,sinus,small,smoot,soon,spaced,specimen,straight,tall,tear-drop,thickened,thin,tiny,trunk,ud,upper,vein,visible,widest,woody,ympodial	0.75,arrangement,characteristic,colour,diameter,form,geminate,growth,height,history,inflorescence,length,life,lobing,perennial,seed,shape,smooth,sympodial,texture,type	/3,0.5-1,1-1.5,1.2-1.5,10-15,14-21,2-3,2-6,2.5-3,20-45,5-20-flowered,5-7,6-11,acute,area,asymmetric,attenuate,base,berry,broadened,campanulate,cm,decurrent,deflexed,densely,dia,difoliate,elliptic,erect,fleshy,flower,furcate,glabrate,globose,grey,held,higher,immature,leaf,lobed,long,minutely,mm,occasionally,older,onto,opposite,ovoid-reniform,papillose,partially,petiole,pinkish-grey,pitted,red-papillose,reddish-grey,rest,slightly,stem,style,tan,tip,treelet,two,unit,way,white,winged,x,young	0.75,geminate,perennial,smooth,sympodial
138	wfo-0001027340	success	189	102	63	81	108	21	61	2	0.5-0.9,1-2,1.5-2.7,10-16,16-22,2-3,2-4,2.5-4.5,2.7-4.5,3.5-5,3.5-9,4-6,4-7.5,5-11,5-6,6-8.5,7-18,7-8,8-9.5,abaxially,absent,adaxially,anther,berry,blade,brownish,cell,chartaceous,cm,condition,corolla,covering,dark,diameter,drying,filament,flower,fresh,fruit,glabrous,globose,green,greenish,hair-like,herb,homostylous,interjected,lateral,leaflet,lilac-purple,lobe,long,membranous,minute,mm,narrow,odd-pinnate,ovoid,pedicel,peduncle,petiole,plant,pubescent,purple,ripe,seed,size,sparsely,splotched,stem,stigma,style,terminal,testal,thick,tinged,tube,wall,whitish,wing,x	1-10,1-3,2-3.5,3-4,5-merou,8-14,abruptly,acumen,acuminate,ag,along,alyx,apart,apex,apparently,articulated,articulation,auriculate,axe,axillary,base,bud,capitat,ciliate,connivent,cordate,decreasing,developing,digestion,distal,distinct,dorsally,eaf,edge,eed,elliptic,enzyme,especially,exceeding,flat,folded,forked,geminat,generally,glabrou,green-white,hair,hal,half,high,honeycomb-shaped,indistinct,lanceolate,lengthening,like,living,lower,make,margin,midrib,minutely,mucilaginous,narrowed,nflorescence,orolla,ovate,pair,papillose,perfect,petiolulate,plurifoliate,pointed,pore,poricidal,puberulent,purpl,removed,rotate,rounded,ruit,semi-erec,semi-rosette,sessile,seudostipule,short,shortly,slightly,slit,spaced,specimen,stamen,ste,straight,subtending,tall,tamen,tem,throughout,tip,tri-,truncate,unit,usually,vary,wet,yellow,ympodial,young	5-merous,arrangement,calyx,capitate,characteristic,colour,form,growth,height,history,inflorescence,leaf,length,life,ovary,pseudostipule,shape,staman,surface,texture,type	0.5-0.9,1-2,1.5-2.7,10-16,16-22,2-3,2-4,2.5-4.5,2.7-4.5,3.5-5,3.5-9,4-6,4-7.5,5-11,5-6,6-8.5,7-18,7-8,8-9.5,abaxially,absent,adaxially,berry,brownish,cell,chartaceous,cm,condition,covering,dark,diameter,drying,fresh,glabrous,globose,green,greenish,hair-like,herb,homostylous,lateral,lilac-purple,long,membranous,minute,mm,narrow,odd-pinnate,ovoid,pubescent,purple,ripe,sparsely,splotched,testal,thick,tinged,wall,whitish,wing,x	5-merous,capitate
139	wfo-0001027354	success	166	141	111	118	48	23	108	3	0,0.5,0.5-2,0.7-1.3,1,1-1.2,1-1.5,1-7,1.5-1.8,1.5-2,1.7-5,10,10-20,2.5-3.5,3-4,3.4-4,3/4,4-10,5-7,6.5-13,abaxially,absent,acute,age,along,anther,anthesi,apex,apical,appearing,basal,base,becoming,berry,bi-lobed,branch,branching,calyx,cm,conical,corolla,covered,dendritic,densely,denser,diameter,elliptic,entire,exserted,filament,flattened,flower,fork,fruit,fruiting,glabrate,glabrous,globose,golden,growth,later,lateral,leaf,length,lenticular,like,lobe,long,loose,loosely,minutely,mm,monochasial,mostly,narrowly,near,occasionally,ovary,pedicel,per,petiole,pitted,planar,plurifoliate,pore,poricidal,pubescent,purplish-black,pyramidal,reddish-brown,shrub,slightly,slit-like,small,sparsely,stem,stigma,strongly,style,surface,tapering,terminal,time,tiny,tip,tree,tree-like,trichome,tube,type,vein,violet,way,white,wide,winged,x,young	.5,8-12,abaxial,adaxial,ba,bark,belo,blade,dark,deltoid,dichasia,drying,eaf,edicel,eed,erect,ew,free,inserted,less,lobed,lower,m.,nflorescence,nodding,older,pair,papillo,pericarp,portion,pubescen,raised,ruit,scar,secondary,side,simple,sleeve,somewhat,stamen,tall,thecalyx,thin,tub,ud,unit,woody,ympodial	arrangement,bud,characteristic,colour,dichasial,exertion,form,glabrousnes,height,history,inflorescence,life,lobing,na,new,number,papillose,peduncle,plant,seed,shape,size,texture	0,0.5,0.5-2,0.7-1.3,1,1-1.2,1-1.5,1-7,1.5-1.8,1.5-2,1.7-5,10,10-20,2.5-3.5,3-4,3.4-4,3/4,4-10,5-7,6.5-13,abaxially,absent,acute,age,along,anthesi,apex,apical,appearing,basal,base,becoming,berry,bi-lobed,branch,branching,calyx,cm,conical,corolla,covered,dendritic,densely,denser,diameter,elliptic,entire,exserted,flattened,flower,fork,fruit,glabrate,glabrous,globose,golden,later,lateral,length,lenticular,like,lobe,long,loose,loosely,minutely,mm,monochasial,mostly,narrowly,near,occasionally,per,petiole,pitted,planar,plurifoliate,pore,poricidal,pubescent,purplish-black,pyramidal,reddish-brown,shrub,slightly,slit-like,small,sparsely,stem,strongly,surface,tapering,terminal,time,tiny,tip,tree,tree-like,trichome,tube,vein,violet,way,white,wide,winged,x,young	dichasial,na,papillose
140	wfo-0001027359	success	220	125	82	99	121	26	79	3	.5,/3,0-3,0-9,0.3-1.2,0.5-2,0.6-1,1-1.2,1.2-1.5-2,1.2-2,1.5-2.5,2.5-5.5,4-5,6-8,acute,anther,apex,apparently,bark,base,berry,branched,bright,calyx,cell,chartaceous,cm,concolorous,cuneate,densely,diameter,distinctive,drying,dull,entire,filament,flattened-reniform,fruit,fruiting,glabrous,gray,lateral,leaf,length,lobed,long,margin,maturity,membranous,minutely,mm,moderately,obtuse,occasional,orange-brown,outline,ovate,ovoid,pair,pedicel,peduncle,petiole,pit,poricidal,prickle,prickly,primary,purple,raised,red,reflexed,reticulate,shallowly,shrub,small,smooth,sometimes,sparsely,spherical,spreading,stellate,stellate-pubescent,stem,style,surface,tapering,terminal,tinge,tip,trichome,tube,unarmed,undulate,vein,way,white,wide,yellow,yellow-brown	-20,-3,-4,-7,.1,.2,/4,0-2,0-5,0.1,0.1-0.2,0.1-0.2-0.25,0.1-1.5,0.3-0.5,0.5,0.5-1,0.6-0.8,1-2,1-3,1-4,1-5,1.5-2,1.8-3.2,1/5-1/4,2-10,2-3,2-4,2.5-3.5,3-10,4-5-6.5,5-6-8-9,5-merous,7-8,abaxially,acut,alyx,apar,apart,apically,articulated,ba,blade,brow,coroll,cream,curved,dark,deltate,difoliate,eaf,eed,elongate,elongating,equal,erect,eye,filiform,flattened,flower,free,geminat,glabrescent,green,herbaceous,infructescence,less,like,lobe,longer,lower,marking,mature,midpoint,naked,narrow-deltate,narrow-ovate,near,nflorescence,often,older,one,open,orolla,oung,pale,per,perfec,pericarp,porrect,portion,rachi,rarely,ray,ruit,scandent,scar,sessile,shorter,simple,slender,slightly,spaced,stalk,stalked,stump,tamen,terete,tertiary,time,ud,unarme,unit,usually,variously,vary,venation,visible,weakly,woody,ympodial,young	alternate,arrangement,branch,brown,bud,characteristic,colour,corolla,exertion,form,glabrousnes,growth,height,history,inflorescence,life,lobing,new,ovary,perennial,plant,seed,shape,size,texture,type	.5,/3,0-3,0-9,0.3-1.2,0.5-2,0.6-1,1-1.2,1.2-1.5-2,1.2-2,1.5-2.5,2.5-5.5,4-5,6-8,acute,apparently,base,berry,branched,bright,cell,chartaceous,cm,concolorous,cuneate,densely,diameter,distinctive,dull,entire,flattened-reniform,glabrous,gray,lateral,lobed,long,maturity,membranous,minutely,mm,moderately,obtuse,occasional,orange-brown,outline,ovate,ovoid,pair,pit,poricidal,prickle,prickly,purple,raised,red,reflexed,reticulate,shallowly,shrub,small,smooth,sometimes,sparsely,spherical,spreading,stellate,stellate-pubescent,tapering,terminal,tinge,tip,trichome,unarmed,undulate,way,white,wide,yellow,yellow-brown	alternate,brown,perennial
141	wfo-0001027366	success	136	108	71	82	54	26	68	3	/4,0.7-1,1-1.5,1-2,1-3,1.5-2,11-21,2-2.5,3-10-flowered,3-9,4-4.5,4-5,5-7,6-19,abaxially,acute,adaxially,anther,apex,axe,bark,base,berry,bright,broadly,brown,calyx,capitate,cm,conical,conspicuously,corolla,dark,deflexed,dia,drying,elliptic,except,fruiting,glabrous,globose,golden,green,greenish-white,lateral,leaf,lobed,long,main,minutely,mm,orbicular,ovary,ovoid,ovoid-reniform,pair,pale,papillose,parallel,pedicel,petiole,pitted,pointed,reddish,rounded,secondary,shaped,shining,shrub,simple,somewhat,stem,stigma,style,surface,tear-drop,tip,trichome,vein,venation,way,wide	.5,/2,0.25-0.5,0.5-1,603,anthesi,ape,ba,closely,deltate,eaf,edicel,eed,erect,et,exserted,fide,filament,free,internodal,lamina,less,lobe,lon,long-triangular,lower,margin,middle,nflorescence,older,opposite,overlappin,packed,papillo,planar,pore,poridical,portion,ramo,ruit,scar,sometimes,straight,tall,tub,tube,ud,unifoliat,unit,widest,woody,yellowish-gre,ympodial,young	arrangement,bud,characteristic,colour,diameter,exertion,form,fruit,growth,height,history,inflorescence,length,life,lobing,na,peduncle,plant,primary,seed,shape,size,texture,type,unifoliate,yellowish-grey	/4,0.7-1,1-1.5,1-2,1-3,1.5-2,11-21,2-2.5,3-10-flowered,3-9,4-4.5,4-5,5-7,6-19,abaxially,acute,adaxially,axe,base,berry,bright,broadly,brown,capitate,cm,conical,conspicuously,dark,deflexed,dia,drying,elliptic,except,glabrous,globose,golden,green,greenish-white,lateral,lobed,long,main,minutely,mm,orbicular,ovoid,ovoid-reniform,pair,pale,papillose,parallel,pitted,pointed,reddish,rounded,secondary,shaped,shining,shrub,simple,somewhat,tear-drop,tip,trichome,vein,venation,way,wide	na,unifoliate,yellowish-grey
142	wfo-0001027368	success	143	140	78	86	57	54	75	3	-15,.5,0.3-2.5,0.5-3.5,0.8-2,1-2,1.5-2,1.5-2.5,2,2-2.5,2-4,3-12.5,5-10,5-15-20,5-6,abaxially,abruptly,acuminate,acute,apart,apex,articulated,base,branched,calyx,chartaceous,cm,contiguous,cuneate,darker,decurrent,deltate,dendritically,densely,diameter,distally,ellipsiodal,elliptic,elliptic-ovate,entire,forked,glabrous,globose,hair,lanceolate,lenticular,lighter,lobe,margin,mm,moderately,narrowed,narrowly,nearly,oblong,obtuse,occasionally,often,otherwise,ovoid-fusiform,pedicel,peduncle,petiole,puberulent,pubescent,purple,ray,shrub,simple,small,spaced,sparsely,star,stigma,style,subcoriaceous,subhastate,terminal,triangular,truncate,tube,unbranched,unknown,vein,white,x	-10,-2-5,0.5-5,1-15-flower,1-6,2-3,2-9,3,4-6,4-many-foliat,8-13,absen,adaxiall,adaxially,aggregate,also,axe,ba,blade,cell,color,connivent,cylindrical,denser,directed,eaf,eed,except,gland,long,long-stalked,lower,midvein,nflorescence,nther,orolla,pore,pubescen,rachi,radiu,ruit,sometimes,stalked,stellate,stone,subcapitat,tal,tem,three,time,tip,unit,usually,vary,wide,yellow,ympodial	-5,abaxial,adaxial,anther,appearance,arrangement,bark,border,branch,bud,characteristic,colour,corolla,distal,drying,exertion,filament,form,fruit,fruiting,giving,glabrousnes,growth,height,history,inflorescence,interjected,lateral,leaf,leaflet,length,life,lobing,midpoint,na,new,number,ovary,per,plant,prickle,primary,pseudostipule,seed,shape,size,stem,subcapitate,surface,texture,thicknes,type,variation,width	-15,.5,0.3-2.5,0.5-3.5,0.8-2,1-2,1.5-2,1.5-2.5,2,2-2.5,2-4,3-12.5,5-10,5-15-20,5-6,abaxially,abruptly,acuminate,acute,apart,apex,articulated,base,branched,chartaceous,cm,contiguous,cuneate,darker,decurrent,deltate,dendritically,densely,distally,ellipsiodal,elliptic,elliptic-ovate,entire,forked,glabrous,globose,hair,lanceolate,lenticular,lighter,lobe,margin,mm,moderately,narrowed,narrowly,nearly,oblong,obtuse,occasionally,often,otherwise,ovoid-fusiform,puberulent,pubescent,purple,shrub,simple,small,spaced,sparsely,star,subcoriaceous,subhastate,triangular,truncate,unbranched,unknown,white,x	-5,na,subcapitate
143	wfo-0001027369	success	188	109	65	80	108	29	62	3	.4,.5,.7,/4,0-1,0.5-0.8,0.6-0.8,1-2.5,1-4,1.2-2.5,1.2-3,1.5-2,2-3,almost,anther,apex,apically,apparently,articulated,bark,base,berry,calyx,cm,cordate,curved,densely,diameter,erect,eye,filament,filiform,fruit,fruiting,glabrous,glaucous,green,known,lanceolate,lateral,leaf,length,lobed,long,margin,mauve,membranous,mm,moderately,naked,narrowly,orbicular,pedicel,peduncle,per,petiole,poricidal,prickly,reniform,rounded,shrub,simple,slender,sparsely,spherical,spreading,stellate,stellate-pubescent,stem,strongly,style,surface,tapering,terminal,tip,tube,visible,way,wide,winged	-10,-11,.1,0-15,0-2,0-3,0-5,0-6,0.05-0.15,0.1,0.1-0.2,0.1-0.3,0.2-0.5-1,0.25-0.4,0.3-1.5,0.5,0.5-1.5,1-2,1-2-4,1-3,1/3,2-5,3,3-10,3-4,4-5,4-8,5,5-merous,7-15,abaxially,acut,alyx,ame,apar,apart,blade,branched,broad-deltate,c.,color,concolorous,deltate,difoliate,distance,drying,eaf,eed,elongating,equal,extending,flower,free,geminat,glabrou,gra,hair,herbaceous,infructescence,know,less,lobe,lon,lower,mature,midpoint,midvein,multangulate,nflorescence,older,one,open,orolla,oung,pale,pendulous,perfec,pericarp,perpendicular,porrect,portion,prickl,prickle,ray,reflexed,ruit,scandent,scar,sessile,side,slightly,smooth,spaced,stalk,stalked,straight,tamen,terete,time,trichome,unarmed,unequal,unit,vary,venation,wider,yellow,ympodial	acute,arrangement,branch,bud,characteristic,colour,corolla,corrugation,exertion,form,glabrousnes,gray,growth,height,inflorescence,lobing,na,new,number,ovary,plant,primary,seed,shape,size,stigma,texture,type,vein	.4,.5,.7,/4,0-1,0.5-0.8,0.6-0.8,1-2.5,1-4,1.2-2.5,1.2-3,1.5-2,2-3,almost,apically,apparently,articulated,base,berry,cm,cordate,curved,densely,diameter,erect,eye,filiform,glabrous,glaucous,green,known,lanceolate,lateral,lobed,long,mauve,membranous,mm,moderately,naked,narrowly,orbicular,poricidal,prickly,reniform,rounded,shrub,simple,slender,sparsely,spherical,spreading,stellate,stellate-pubescent,strongly,tapering,terminal,tip,visible,way,wide,winged	acute,gray,na
