	coreid	status	nwords_original	nwords_result	nwords_val	nwords_recovered	nwords_omitted	nwords_created	nwords_recovered_val	nwords_created_val	common_words	original_only	result_only	common_words_val	val_only
109	wfo-0001027091	success	142	123	72	76	66	47	69	3	.3,0.7,1-1.6,1.8-2.6,1/2-2/3,2.3-2.9,3-8,3-9,4-10,5-11,8.5-11.5,9-13,acute-tipped,annual,anther,arcuate,base,berry,blade,blue,bristly,broadly,calyx,capitate-glandular,cauline,cm,deltoid,densely,dia,dm,glabrous,green,hair,herb,internodal,lenticular,linear-lanceolate,lobe,long,longer,low,mm,mostly,narrowly,near,obtuse,occasionally,oriented,ovate,pedicel,petiole,pinnatifid,pinnatisect,prickly,radially,reticulately,ridge,rounded,simple,sparsely,spherical,stellate-pentagonal,stem,suffused,surface,tapering,terete,terminally,tube,twice,undulate,uniseriate,usually,vestiture,violet,wrinkled	0.8,1.1-1.6,2.5-3.5,30-60,6-10,6-10-flowere,accrescent,across,along,alyx,anthesi,armed,beneath,branched,brown,campanulate,dark,developing,difoliate,divided,dry,eaf,eed,enveloped,extended,few-rayed,fully,geminat,gland,glandular,high,invested,lon,main,maturity,nflorescence,orolla,per,ruit,scattered,sessile,short,short-stipitate,slende,sometimes,somewhat,splitting,spreadingly,ste,stellae,strait,tamen,taprooted,tightly,tigma,tub,tyle,unexpande,unit,variously,vary,vein,wholly,yello,ympodial,younger	6-10-flowered,apex,arrangement,bud,colour,connation,corolla,decurrency,embryo,feature,filament,flower,form,fruit,growth,height,history,inflorescence,leaf,length,life,midpoint,minor,na,new,number,ovary,papilla,plant,pore,prickle,ray,reproduction,scar,seed,shape,size,spacing,stigma,style,texture,tip,type,unexpanded,width,winging,young	.3,0.7,1-1.6,1.8-2.6,1/2-2/3,2.3-2.9,3-8,3-9,4-10,5-11,8.5-11.5,9-13,acute-tipped,annual,arcuate,base,berry,blade,blue,bristly,broadly,capitate-glandular,cauline,cm,deltoid,densely,dia,dm,glabrous,green,hair,herb,internodal,lenticular,linear-lanceolate,lobe,long,longer,low,mm,mostly,narrowly,near,obtuse,occasionally,oriented,ovate,pinnatifid,pinnatisect,prickly,radially,reticulately,ridge,rounded,simple,sparsely,spherical,stellate-pentagonal,suffused,tapering,terete,terminally,twice,undulate,uniseriate,usually,vestiture,violet,wrinkled	6-10-flowered,na,unexpanded
110	wfo-0001027102	success	167	129	74	87	80	42	69	5	.5,0.5,0.5-1,0.5-2,0.5-3,1-1.5,1-2,1-2.5,1-6,10-20,15-35,2-2.5,3,3-12,3-4,4-5,absent,acuman,acuminate,acute,adaxially,almost,anther,apart,apex,base,broad,broadly,calyx,chartaceous,cm,connivent,cuneate,curved,deltate,densely,directed,distally,filament,flattened,flower,forked,fruit,glabrous,globose,hair,leaf,leaf-opposed,lobe,long-tapered,longitudinal,minor,mm,narrowly,oblong,often,opening,orange,ovate,pedicel,petiole,pore,pubescent,rarely,ripe,rugulose,shrub,simple,size,slender,slit,small,somewhat,sparsely,stellate,stem,stigma,style,surface,tip,triangular,truncate,tube,unbranched,white,x,young	.5-6,0.2-2,1-3,1-4,1.5-2,15,2-3,3-5,4-7,5-12,<,abaxially,absen,accrescent,adaxial,adaxiall,ag,aggregate,alyx,appearance,articulated,axe,ba,blade,cell,channe,ciliate,congested,corky,cylindrical,diameter,differing,difoliate,dimorphic,eaf,eed,elliptic,entire,few-,free,fruiting,geminat,giving,ilament,lanceolate,long,m.,major,margin,moderately,multiseriate,nflorescence,obtuse,one,orolla,peduncle,per,perfect,portion,rachi,roughened,ruit,short,spaced,stone,straight,subcoriaceous,tal,tem,time,tomentose,truncat,unarme,unit,usually,vary,wide,yellow,yellow-brown,ympodial	age,alternate,anthesi,arrangement,berry,bud,coat,colour,connation,corolla,decurrency,dry,embryo,feature,form,growth,height,history,inflorescence,length,life,midpoint,na,new,number,ovary,papilla,perennial,plant,prickle,ray,reproduction,scar,seed,shape,spacing,specimen,texture,tuberculation,type,width,winging	.5,0.5,0.5-1,0.5-2,0.5-3,1-1.5,1-2,1-2.5,1-6,10-20,15-35,2-2.5,3,3-12,3-4,4-5,absent,acuman,acuminate,acute,adaxially,almost,apart,broad,broadly,chartaceous,cm,connivent,cuneate,curved,deltate,densely,directed,distally,flattened,flower,forked,fruit,glabrous,globose,hair,leaf-opposed,long-tapered,longitudinal,mm,narrowly,oblong,often,opening,orange,ovate,pubescent,rarely,ripe,rugulose,shrub,simple,slender,slit,small,somewhat,sparsely,stellate,tip,triangular,truncate,unbranched,white,x	age,alternate,berry,na,perennial
111	wfo-0001027104	success	141	98	63	71	70	27	60	3	0.15-0.35,0.5-0.8,1-3,1-4,1.5-4.2,2-3,2-6,4-15,6-7.5,acuminate,acute,apex,apical,apically,attenuate,base,branched,calyx,cell,cm,connate,cordate,corolla,covering,cyme,dehiscent,diameter,dichasial,dichasially,filament,finely,flower,forked,globose,green,hair-like,herbaceous,introrse,lateral,lobe,long,make,maturing,mm,monochasial,mucilaginous,mucronate,odd-pinnate,often,ovate,ovoid,perennial,petiole,plant,poricidally,pubescent,seed,short,slit,stellate,stigma,style,testal,thick,throughout,tone,truncate,tuber-bearing,wall,white,yellow-green	1-1.5,1.2-6,1.5-2.3,10-15,2.2-5,3-5.5,3-6-foliat,5-15,abaxially,acumen,adaxially,articulate,condition,digestion,distal,dorsally,eaf,ebracteate,edge,eed,emoval,enzyme,epiphyti,epiphytic-like,exceeding,flat,folded,generally,globo,green-white,growing,half,honeycomb,linear,living,lon,lower,mos,narrowly,nflorescence,nther,orolla,ovat,pattern,pedicel,peduncle,perfect,plan,proximal,rarely,reveal,ruit,seudostipule,simple,specimen,stamen,straight,tall,tem,terrestrial,throughou,typically,unit,vary,viole,wide,without,yellow,ympodial,¼	anther,arrangement,colour,feature,form,fruit,growth,height,history,inflorescence,leaf,length,life,na,number,ovary,reproduction,shape,size,stem,surface,texture,tip,type,violet,wet,width	0.15-0.35,0.5-0.8,1-3,1-4,1.5-4.2,2-3,2-6,4-15,6-7.5,acuminate,acute,apical,apically,attenuate,branched,cell,cm,connate,cordate,covering,cyme,dehiscent,dichasial,dichasially,finely,forked,globose,green,hair-like,herbaceous,introrse,lateral,lobe,long,make,maturing,mm,monochasial,mucilaginous,mucronate,odd-pinnate,often,ovate,ovoid,perennial,poricidally,pubescent,seed,short,slit,stellate,testal,thick,throughout,tone,truncate,tuber-bearing,wall,white,yellow-green	na,violet,wet
112	wfo-0001027114	success	152	114	58	74	78	40	52	6	-17,.5,0.5-1,1-1.2,1-1.5,1-2,1/2,13-21-30,2-2.5,2-3,20-40,3-4,3-7,6-8,6-9,7-10,acute,anther,anthesi,apex,appearing,bark,base,berry,bushy,calyx,capitate,cm,conical,corolla,deltate,dendritic,elliptic,erect,filament,flattened-reniform,glabrous,globose,green,inflorescence,leaf,lobe,lobed,long,margin,minor,minutely,mm,opposite,ovary,pedicel,petiole,pitted,pore,poricidal,reddish,scar,shoot-terminal,shrub,size,stem,stigma,style,surface,tapering,thickened,tip,trichome,tube,way,white,wide,woody,young	1-1.1-2,1.5-1.7,1.5-2,5,7-9,abaxial,abaxially,adaxially,along,alternating,apar,axillary,ba,branched,closely,commonly,dark,densely,dia,differing,difoliate,drying,due,eaf,edicel,eed,exserted,flowered,free,fruiting,geminate,glabrou,growt,halfway,inflorescenc,investing,lamina,lateral,like,lon,lower,main,major,many,minute,nflorescence,occasionally,older,opening,pair,papillo,planar,plurifoliate,portion,projection,pubescent,rapid,reddish-brown,rest,ruit,scattered,several,shoot,simple,slit,soft,spaced,tall,time,triangular,tub,ud,unevenly,uniseriate,unit,vein,yellowish,ympodial	0.5,alternate,apart,arrangement,bud,coat,colour,connation,decurrency,dry,embryo,feature,flower,form,fruit,growth,height,history,length,life,midpoint,na,new,number,papilla,papillose,perennial,plant,prickle,ray,reproduction,seed,shape,spacing,specimen,texture,tuberculation,type,width,winging	-17,.5,0.5-1,1-1.2,1-1.5,1-2,1/2,13-21-30,2-2.5,2-3,20-40,3-4,3-7,6-8,6-9,7-10,acute,appearing,base,berry,bushy,capitate,cm,conical,deltate,dendritic,elliptic,erect,flattened-reniform,glabrous,globose,green,leaf,lobed,long,margin,minutely,mm,opposite,pitted,poricidal,reddish,shoot-terminal,shrub,tapering,thickened,tip,trichome,way,white,wide,woody	0.5,alternate,apart,na,papillose,perennial
113	wfo-0001027117	success	229	106	67	77	152	29	63	4	.5,0.1-0.7,0.5,0.6-0.9,0.7-1.3,0.7-1.5,0.8-1.5-6.5,1-2,1-4,1-6,1.5-5-14,1.7-2.5,2-3,2-8,2.3-2.8,3-15,acicular,acute,anther,apart,apex,apparently,attenuate,base,berry,branched,calyx,cell,cm,connivent,cordate,densely,evenly,fine,flattened-reniform,flower,fruit,glabrous,green,herb,lateral,leaf,length,less,lobed,long,maturity,mauve,mm,narrow-deltate,oblong,outline,pale,pedicel,perpendicular,petiole,pit,prickle,prickly,raised,rounded,scar,small,smooth,spherical,spreading,stellate-pubescent,stem,straight,style,surface,tapering,trichome,tube,wide,yellow,young	-11,-12,-2.8,/3,0-10,0-15,0-20,0-25,0-40,0-5,0.1,0.1-0.2-0.45,0.15-0.25,0.15-0.35,0.2,0.5-1.5,0.7-0.9-1.5,1.2,1.5-2.3,1.8-2.5,1/,1/3,1/4-3/4,1/8-1/2,10-20,2-6,25-100,3-10,3-6,4-6.5,4-7,4-8,4.5-6.5,4.5-8,5-11,5-merous,6-10,6-9,7-8,abaxially,accrescent,almost,alyx,ame,apar,apically,articulated,bark,beyond,black,blade,brittle,brown,c.,chartaceous,concolorous,curved,dark,deltate,diameter,discolorous,distance,drying,eaf,eed,elongating,enclosing,erect,extending,fifth,filament,four,free,fruiting,gently,glabrescent,gra,herbarium,infructescence,irregularly,lobe,lon,long-acuminat,longer,lower,margin,mature,membranous,midpoint,midvein,moderately,narrow-elliptic,narrow-lanceolate,nflorescence,obovate,older,one,open,orolla,oung,ovate,pair,peduncle,pendulous,per,perfec,pericarp,plurifoliat,poricidal,porrect,portion,prickl,primary,ray,red-brown,reduced,reflexed,ruit,sessile,shallowly,shiny,shorter,side,sometimes,spaced,sparsely,specimen,stalk,stalked,staman,stellate,tamen,tearing,terete,tertiary,time,tip,tissue,translucent,unequal,unit,upper,variously,vary,vein,venation,visible,way,weakly,woody,yellow-green,ympodial	arrangement,coat,colour,connation,corolla,embryo,feature,form,growth,height,history,inflorescence,life,na,number,ovary,perennial,perfect,plant,plurifoliate,reproduction,seed,shape,size,spacing,texture,tuberculation,type,width	.5,0.1-0.7,0.5,0.6-0.9,0.7-1.3,0.7-1.5,0.8-1.5-6.5,1-2,1-4,1-6,1.5-5-14,1.7-2.5,2-3,2-8,2.3-2.8,3-15,acicular,acute,apart,apparently,attenuate,base,berry,branched,cell,cm,connivent,cordate,densely,evenly,fine,flattened-reniform,glabrous,green,herb,lateral,less,lobed,long,maturity,mauve,mm,narrow-deltate,oblong,outline,pale,perpendicular,pit,prickly,raised,rounded,small,smooth,spherical,spreading,stellate-pubescent,stem,straight,tapering,trichome,wide,yellow,young	na,perennial,perfect,plurifoliate
114	wfo-0001027123	success	180	118	60	79	101	39	57	3	-10,0.5,0.5-0.8,0.7-3.5,0.8-1.3,1,1-1.2,1-1.5,2-lobed,2.5-10.4,2.5-4,2.5-6,3-15-20,3-4,4-5,acute,anther,anthesi,apex,attenuate,bark,base,bright,broadly,brown,calyx,clavate,cm,commonly,corolla,cup-shaped,dark,deltate,elliptic,erect,filament,flattened,flower,glabrous,globose,green,inflorescence,leaf,less,lobe,mauve-purple,minute,minutely,mm,narrowly,ovary,pedicel,petiole,pitted,reniform,revolute,scar,shining,shiny,simple,soon,spaced,stellate,stem,stigma,stoutish,strongly,style,subshrub,surface,terminal,thick,tip,tube,violet,warty,widely,x,young	.3,.5,0.3-1.6cm,0.9-1.3,1.5-2,2-2.2,2-2.5,2-2.6,2-3,2-5.5,4-6,5-10,5-6,abaxial,adaxial,adaxially,along,appearing,axe,axi,branched,campanulate,cell,completely,conical,constricted,coriaceous,darker,dendritic,densely,denser,diameter,drying,eaf,edge,eed,enlarged,exerted,fide,free,fruiting,glandular,inserted,lamina,lax,lewi,like,lobed,lon,long,loose,loosely,lower,margin,midvein,monopodia,nflorescence,nodding,older,outline,pair,papillae,papillate,peduncle,perfect,perhaps,petal,planar,plurifoliate,portion,primary,prominent,pubescent,reddish,scatted,scattered,shin,shinin,short,sinuate,sleeve,slightly,sometimes,sparsely,straight,testal,time,trailing,trichome,tub,turned,ud,unit,upper,usually,vein,way,white,wood,ympodial,¾	0.3-1.6,arrangement,bud,coat,colour,connation,decurrency,dry,embryo,feature,form,fruit,growth,height,history,length,life,midpoint,minor,na,new,number,papilla,plant,pore,prickle,ray,reproduction,seed,shape,size,spacing,specimen,texture,tuberculation,type,width,winging,woody	-10,0.5,0.5-0.8,0.7-3.5,0.8-1.3,1,1-1.2,1-1.5,2-lobed,2.5-10.4,2.5-4,2.5-6,3-15-20,3-4,4-5,acute,attenuate,bright,broadly,brown,clavate,cm,commonly,cup-shaped,dark,deltate,elliptic,erect,flattened,glabrous,globose,green,less,mauve-purple,minute,minutely,mm,narrowly,pitted,reniform,revolute,shining,shiny,simple,soon,spaced,stellate,stoutish,strongly,subshrub,terminal,thick,violet,warty,widely,x,young	0.3-1.6,na,woody
115	wfo-0001027146	success	213	114	75	89	124	25	71	4	0.3-2.2,0.7-2.4,0.8,1-2,1-2.5,1-9.5,13-36,2-13,3.5-22,4-38,6,6-10,6-17.5,6.5-52,acuminate,anther,apex,attenuate,axillary,base,berry,bud,clavate,cm,coarsely,conical,corolla,deep,diameter,digestion,elliptic,enzyme,filament,finely,flower,forked,fruit,glabrous,green,hair,herb,honeycomb-shaped,lanceolate,lateral,leaf,lengthening,like,long,medium,mm,mottled,odd-pinnate,ovate,ovoid,pedicel,pentagonal,petiole,petiolule,plant,pore,poricidal,puberulent,pubescent,purple,removed,ripe,rotate,seed,simple,size,slit,stem,stigma,style,subglabrous,subsessile,subtending,terminal,throughout,tinged,tip,tube,unwinged,violet,wall,white,whitish,wide,wing	0-11,0.5-3.2,0.6-3.3,0.8-3.1,0.8-5.8,1-10,1.9-10,10,2-12.2,2-4.2,2-5,3.3-6.1,4-11,4-12.5,4-8,5-merou,abaxially,acumen,adaxially,ag,along,alyx,apart,apparently,arranged,articulated,asymmetrical,axe,basiscopic,bead,blade,brownish,capitat,cell,chartaceous,ciliate,commonly,condition,connivent,covering,dark,darker,decreasing,distal,dorsally,drying,eaf,edge,eed,erec,especially,exceeding,flat,folded,fourt,fourth,fresh,geminat,generally,glabrou,gradually,green-white,greenish,hair-like,half,homostylous,interjected,leaflet,living,lobe,lower,make,margin,membranous,midrib,minute,minutely,moniliform,mucilaginous,multiple,necklace,nflorescence,orbicular,orolla,pair,peduncle,perfect,plurifoliate,proximal,rarely,ray,ruit,secondary,semierect,sessile,seudostipule,side,sometimes,spaced,specimen,stamen,ste,stolon,straight,subequal,subglabrou,symmetrical,tall,tamen,tem,testal,thick,tissue,toward,tri-,tuber,typically,unit,usually,vary,wet,x,yellow,ympodial	age,arrangement,calyx,capitate,colour,feature,form,growth,height,history,inflorescence,length,life,na,number,ovary,perennial,reproduction,shape,surface,texture,type,width,winging,young	0.3-2.2,0.7-2.4,0.8,1-2,1-2.5,1-9.5,13-36,2-13,3.5-22,4-38,6,6-10,6-17.5,6.5-52,acuminate,attenuate,axillary,berry,bud,clavate,cm,coarsely,conical,deep,digestion,elliptic,enzyme,finely,forked,glabrous,green,hair,herb,honeycomb-shaped,lanceolate,lateral,lengthening,like,long,medium,mm,mottled,odd-pinnate,ovate,ovoid,pentagonal,petiolule,poricidal,puberulent,pubescent,purple,removed,ripe,rotate,simple,slit,stem,subglabrous,subsessile,subtending,terminal,throughout,tinged,tip,unwinged,violet,wall,white,whitish,wide,wing	age,capitate,na,perennial
116	wfo-0001027157	success	207	118	65	79	128	39	60	5	0.15-0.3,0.9-2.8,1,1-10,1-2,1-3,1-6,10-30,2-15,2-2.5,2.5-3,3-12,3-7,3.3-7.8,6.5-14.5,9-12,acute,anther,attenuate,axillary,berry,bud,cell,chartaceous,clavate,cm,conical,connivent,corolla,covering,deeply,densely,diameter,filament,flower,forked,fruit,glabrous,green,hair-like,herb,lanceolate,lateral,leaf,lengthening,lobe,long,membranous,mm,odd-pinnate,ovoid,pedicel,petiole,plant,pore,poricidal,puberulent,pubescent,ripe,seed,size,slit,sometimes,stellate,stem,stigma,style,subtending,terminal,testal,thick,tinged,tip,tube,unwinged,violet,wall,white,woodland	0-3,0.7-2,1-3.8,1.5-6.5,2,2-3,2-5,2.3-4,3.8-8.3,4-5,5-merou,abaxially,absent,acumen,acuminate,adaxially,ag,along,alyx,among,apart,apex,apparently,articulated,axe,base,blade,broadly,brownish,capitat,ciliate,condition,cordate,cuneate,decreasing,decurrent,digestion,distal,dorsally,drying,eaf,edge,eed,elliptic,end,enzyme,erec,especially,exceeding,flat,folded,fresh,geminat,generally,glabrou,grassland,greatly,green-white,greenish,hair,half,homostylous,honeycomb-shaped,interjected,leaflet,like,living,low-growing,lower,make,margin,markedly,middl,midrib,minutely,mucilaginous,narrowly,nflorescence,oblique,obtuse,one,orbicular,orolla,ovate,pair,peduncle,perfect,petiolulate,petiolule,placed,plurifoliate,rarely,removed,rounded,ruit,semi-rosette,sessile,seudostipule,shady,short,situation,slightly,spaced,specimen,stamen,ste,stolo,straight,subsessile,sunny,tall,tamen,tem,throughout,toward,tri-,tuber,typically,unequal,unit,usually,vary,wet,whitish,wide,x,yellow,ympodial	abaxial,adaxial,age,arrangement,bark,calyx,capitate,coat,colour,connation,embryo,feature,form,geminate,growth,height,history,inflorescence,length,life,midpoint,na,new,number,ovary,papilla,perennial,prickle,ray,reproduction,scar,shape,spacing,surface,texture,tuberculation,type,width,young	0.15-0.3,0.9-2.8,1,1-10,1-2,1-3,1-6,10-30,2-15,2-2.5,2.5-3,3-12,3-7,3.3-7.8,6.5-14.5,9-12,acute,attenuate,axillary,berry,bud,cell,chartaceous,clavate,cm,conical,connivent,covering,deeply,densely,forked,glabrous,green,hair-like,herb,lanceolate,lateral,lengthening,long,membranous,mm,odd-pinnate,ovoid,poricidal,puberulent,pubescent,ripe,slit,sometimes,stellate,subtending,terminal,testal,thick,tinged,tip,unwinged,violet,wall,white	age,capitate,geminate,na,perennial
117	wfo-0001027184	success	218	142	92	103	115	39	87	5	.3,.5,0.2-0.4,0.4–0.9,0.8–1.6,0–3,1-2,1.5-5,1.8–3.5,13–18,19,1–2.5,1–4,2,3–4-celled,4,4–12,absent,acute,anther,apart,apex,articulated,axillary,base,blue,borne,broad,calyx,chartaceous,cm,connivent,covered,diameter,directed,elliptic,entire,epidermal,extension,filament,flattened,flower,fruit,glabrous,globose,hair,hairlike,herbaceous,imparipinnate,introrsely,lanceolate,leaf,leafy,least,lobe,long,longitudinal,meter,mm,mostly,narrowly,nearly,oblong,obtuse,often,opening,orange,ovate,pedicel,petiole,pore,pubescent,red,revolute,ripe,several,shape,shoot,short,simple,size,slit,small,soft-woody,somewhat,sparsely,stellate,stem,stigma,style,sulcate,surface,tip,truncate,tube,unbranched,unequal,vine,wall,weak,white,x,young	.7,.8,0-0.2,0-0.5-2,0.4-2,0.8,1.5,1–2,2.8–4.1,2–4-celled,3-4-,3-foliolate,3.5–8,3–,5,5-7,7,9,abaxially,accrescent,adaxiall,adaxially,adventitious,ag,along,always,alyx,appressed,axe,axi,ba,basal,blade,bract-like,branch,broadly,brown,cell,clavat,cluster,cordat,cylindrical,densely,eaf,eed,especially,fasciculate,fleshy,foliaceous,free,fruiting,geminat,generally,glabrescent,glabrou,grading,half,ilament,larger,largest,lateral,leaflet,less,light,like,lower,m.,margin,membranous,midrib,minutely,much,nflorescence,node,older,opposite,orolla,ower,peduncle,per,petiolule,pilose,plurifoliate,portion,prominent,prominently,pseudostipule,puberulent,rachi,raised,rarely,reticulate,root,ruit,scarcely,secondary,slightly,spaced,straight,subopposite,terminal,tertiary,tightly,tree,trunk,unarme,uniform,unit,usually,vary,vein,visible,yellow,ympodial,–9	0.5-2,age,anthesi,arrangement,berry,bud,clavate,coat,colour,connation,corolla,decurrency,embryo,feature,form,growth,height,history,inflorescence,length,life,midpoint,minor,na,number,ovary,papilla,plant,prickle,ray,reproduction,scar,seed,spacing,texture,tuberculation,type,width,winging	.3,.5,0.2-0.4,0.4–0.9,0.8–1.6,0–3,1-2,1.5-5,1.8–3.5,13–18,19,1–2.5,1–4,2,3–4-celled,4,4–12,absent,acute,apart,apex,articulated,axillary,base,blue,borne,broad,chartaceous,cm,connivent,covered,diameter,directed,elliptic,entire,epidermal,extension,flattened,flower,fruit,glabrous,globose,hair,hairlike,herbaceous,imparipinnate,introrsely,lanceolate,leafy,least,long,longitudinal,meter,mm,mostly,narrowly,nearly,oblong,obtuse,often,opening,orange,ovate,pubescent,red,revolute,ripe,several,shoot,short,simple,slit,small,soft-woody,somewhat,sparsely,stellate,sulcate,surface,truncate,unbranched,unequal,vine,wall,weak,white,x	0.5-2,age,berry,clavate,na
118	wfo-0001027186	success	168	119	62	83	85	36	59	3	0.5-1,1-1.5,1-2.5,1.4-1.6,1.5,1.6-5,2-lobed,30-40,4-15,4-9,5-10,6-7,?,acute,age,anther,anthesi,apart,apex,attenuate,base,berry,broadly,calyx,clavate,cm,conical,corolla,deltate,dendritic,densely,dry,ellipsoid,elliptic,filament,filiform,flower,fruit,glabrous,globose,golden,green,growth,immature,lengthening,less,lobe,lobed,loose,maturity,minutely,mm,narrowly,new,ovary,ovoid,pale,papillate,pedicel,pendent,petiole,pitted,pore,poridical,pubescent,reniform,scar,seed,simple,slit,sparsely,stem,stigma,style,surface,terminal,tip,tree,trichome,tube,uniseriate,white,x	-6,.4,.5,1.5-2,1.5-2.5,15,2-6,2.5-3,3-4,3.5-4,9-10,abaxial,abaxially,adaxially,always,apparently,axil,bark,branch,branched,brown,dark,dbh,deflexed,denditic,denser,diameter,eaf,enlarging,entire,exerted,free,fruiting,glabrescent,incrassat,irregularly,keeled,lamina,like,longer,lower,m.,margin,midrib,much,nflorescence,occasionally,pair,papillat,peduncle,perfect,pericarp,planar,plane,plurifoliat,pointed,portion,primary,pubescen,rachi,reddish,rough,ruit,scattered,shiny,short,slightly,small,soon,spaced,spreading,stalk,straight,strongly,time,treelet,tub,ud,unit,variably,vein,way,woody,yellow,ympodial	0.5,arrangement,bud,coat,colour,connation,decurrency,embryo,feature,form,height,history,inflorescence,leaf,length,life,midpoint,minor,na,number,papilla,perennial,plant,prickle,ray,reproduction,shape,size,spacing,specimen,texture,tuberculation,type,width,winging,young	0.5-1,1-1.5,1-2.5,1.4-1.6,1.5,1.6-5,2-lobed,30-40,4-15,4-9,5-10,6-7,?,acute,age,apart,attenuate,berry,broadly,clavate,cm,conical,deltate,dendritic,densely,ellipsoid,elliptic,filiform,glabrous,globose,golden,green,immature,lengthening,less,lobed,loose,maturity,minutely,mm,narrowly,ovoid,pale,papillate,pendent,pitted,poridical,pubescent,reniform,simple,slit,sparsely,terminal,tip,tree,trichome,uniseriate,white,x	0.5,na,perennial
119	wfo-0001027198	success	191	121	66	83	108	38	58	8	0.05-1.0,0.5-0.75,0.5-1,0.7-1,1-1.5,1-10,1.5-10,1.5-2,11-20,2-5.5,4-9,5-6,7.5-9,acuminate,acute,anther,anthesi,apart,apex,attenuate,base,berry,calyx,clavate,cm,corky,corolla,cyathiform,deltoid,dendritic,densely,dry,elliptic,filament,flower,glabrate,globose,golden,green,inflorescence,leaf,lobe,lobed,minor,minutely,mm,obovate,opposite,ovary,ovoid,ovoid-reniform,papillose,pedicel,petiole,pitted,plant,pore,puberulent,pubescent,rather,rounded,scar,shaped,shrub,simple,size,slender,slightly,speciman,specimen,stem,stigma,style,surface,tear-drop,tip,trichome,tube,type,white,woody,x,young	.4,.5,0.8-1,1-5,10-11,3/4,5-120-flowered,abruptly,always,axil,ba,beginning,beneath,broadening,bushy,caly,channeled,closely,complex,constriction,corresponding,decurrent,dia,differing,difoliate,eaf,edge,edicel,eed,entire,erect,evenly,exserted,extremely,eye,female,found,free,fruiting,furcate,geminat,glabrous,impressed,inflorescenc,invisible,large,lateral,like,live,lon,long,lower,main,major,male,many,margin,medium,meet,middle,minute,naked,nearly,nflorescence,often,older,overlapping,pale,paler,papillo,pendan,planar,poricidal,portion,pubescence,reddi,reflexed,rest,ruit,sessile,set,shining,short,small,soon,spaced,straight,strong,styled,tall,tannish-yellow,testae,thickened,thin,time,top,tree,two,ud,undersurface,uniseriate,unit,usually,vein,way,widest,yellowish,ympodial	0.4,2.5,3.5,5-120,alternate,arrangement,bark,bud,coat,colour,connation,decurrency,embryo,feature,form,fruit,growth,height,history,length,life,midpoint,na,new,number,papilla,perennial,prickle,ray,reddish,reproduction,seed,shape,spacing,texture,tuberculation,width,winging	0.05-1.0,0.5-0.75,0.5-1,0.7-1,1-1.5,1-10,1.5-10,1.5-2,11-20,2-5.5,4-9,5-6,7.5-9,acuminate,acute,apart,attenuate,berry,clavate,cm,corky,cyathiform,deltoid,dendritic,densely,elliptic,glabrate,globose,golden,green,leaf,lobed,minutely,mm,obovate,opposite,ovoid,ovoid-reniform,papillose,pitted,puberulent,pubescent,rather,rounded,shaped,shrub,simple,slender,slightly,speciman,stem,tear-drop,trichome,type,white,woody,x,young	0.4,2.5,3.5,5-120,alternate,na,perennial,reddish
120	wfo-0001027200	success	139	122	67	85	54	37	65	2	0.05-0.25,0.25-0.5,0.5-0.75,0.5-1,0.6-1,0.7-2.5,1-1.5,1.2-1.5,1.5-2,1.5-5,1.6-6,2-3,2.5-3,3.5-6,6-8,8-15,acute,anther,anthesi,apex,bark,base,berry,broadly,calyx,capitate,cm,conical,corolla,decurrent,deeply,deltoid,densely,elliptic,filament,glabrous,globose,golden,green,grey-brown,inflorescence,leaf,lightly,lobe,lobed,long,minor,minute,minutely,mm,nearly,onto,ovary,ovoid-reniform,papillose,pedicel,petiole,pitted,pore,poricidal,puberulent,shaped,shrub,size,slightly,small,sparsely,stem,stigma,style,surface,tear-drop,tip,tree,trichome,tube,unicellular,unifoliate,uniseriate,white,widened,winged,woody,x,young	1-1.4,3-3.5,9-11,across,aspec,ba,beneath,branch,branche,brown,converging,dark,deflexed,dia,differing,eaf,eed,except,flattened,free,fruiting,geminate,giving,horizontally,impressed,lateral,like,lon,lower,main,major,margin,middle,near,node,non-reproductive,occasionally,older,papillo,planar,portion,prominent,reflexed,rest,ruit,sparse,spreading,straight,tall,unit,vein,widest,yellowish,ympodial	arrangement,bud,coat,colour,connation,decurrency,dry,embryo,feature,flower,form,fruit,growth,height,history,length,life,midpoint,na,new,number,papilla,perennial,plant,prickle,ray,reproduction,scar,seed,shape,spacing,specimen,texture,tuberculation,type,width,winging	0.05-0.25,0.25-0.5,0.5-0.75,0.5-1,0.6-1,0.7-2.5,1-1.5,1.2-1.5,1.5-2,1.5-5,1.6-6,2-3,2.5-3,3.5-6,6-8,8-15,acute,apex,base,berry,broadly,capitate,cm,conical,decurrent,deeply,deltoid,densely,elliptic,glabrous,globose,golden,green,grey-brown,leaf,lightly,lobed,long,minute,minutely,mm,nearly,onto,ovoid-reniform,papillose,petiole,pitted,poricidal,puberulent,shaped,shrub,slightly,small,sparsely,tear-drop,tree,trichome,unicellular,unifoliate,uniseriate,white,widened,winged,woody,x	na,perennial
